channel_ref,channel_name,source,notes,channel_id
https://www.youtube.com/channel/UC2JkB9IG5vakNFOKwvIS0ZA,Filmoments,search:smartwatch review,,UC2JkB9IG5vakNFOKwvIS0ZA
https://www.youtube.com/channel/UC4hQDT1yzyH0KeSKAPJqeMg,Unbox Diaries,search:smartwatch review,,UC4hQDT1yzyH0KeSKAPJqeMg
https://www.youtube.com/channel/UCKk9JCBLDy6bOp5cUAQYrUQ,Sillycorns,search:smartwatch review,,UCKk9JCBLDy6bOp5cUAQYrUQ
https://www.youtube.com/channel/UCO0--uVBE8kcIJJkvDJ83tA,NDA Hack,search:smartwatch review,,UCO0--uVBE8kcIJJkvDJ83tA
https://www.youtube.com/channel/UCBUz9j-UjiVdkxHoQL4pRBA,LL Techview,search:smartwatch review,,UCBUz9j-UjiVdkxHoQL4pRBA
https://www.youtube.com/channel/UC26CV4n12TqDNgoxfKBVq-A,The Gray Dog,search:smartwatch review,,UC26CV4n12TqDNgoxfKBVq-A
https://www.youtube.com/channel/UCnOoUHQzmK3iaW7l3qJfxEw,Type One Talks,search:smartwatch review,,UCnOoUHQzmK3iaW7l3qJfxEw
https://www.youtube.com/channel/UCdIo7-7BbPXIkq6PCDLBtiA,Nikolay Tanev,search:smartwatch review,,UCdIo7-7BbPXIkq6PCDLBtiA
https://www.youtube.com/channel/UCZyvpNh-0pN5ouYGuB7_HDw,Chase the Summit,search:smartwatch review,,UCZyvpNh-0pN5ouYGuB7_HDw
https://www.youtube.com/channel/UCGuIM34mGnfTDjfd9vwPtAQ,Mark Wiemels,search:camera review,,UCGuIM34mGnfTDjfd9vwPtAQ
https://www.youtube.com/channel/UCgNIXMatt_CuhzfOmSbBiSw,Tech Through The Lens,search:camera review,,UCgNIXMatt_CuhzfOmSbBiSw
https://www.youtube.com/channel/UCBG4ZzTTBVg23yVdQhztnfQ,Jason Vong,search:camera review,,UCBG4ZzTTBVg23yVdQhztnfQ
https://www.youtube.com/channel/UCO_uLIx1t_wlnElastOuhPQ,Brendan Williams,search:camera review,,UCO_uLIx1t_wlnElastOuhPQ
https://www.youtube.com/channel/UCoJP9pYqZjiJOlR4UWdPhow,PetaPixel,search:camera review,,UCoJP9pYqZjiJOlR4UWdPhow
https://www.youtube.com/channel/UC4oB6WtmsDgiJXKu5pCa94A,Celine ♡,search:camera review,,UC4oB6WtmsDgiJXKu5pCa94A
https://www.youtube.com/channel/UCIzFYGAPkHURyo92D9ihs_g,TechTriangle,search:camera review,,UCIzFYGAPkHURyo92D9ihs_g
https://www.youtube.com/channel/UCxhPkNnb4c82owMdEIHUAOg,THAT ICELANDIC GUY.,search:camera review,,UCxhPkNnb4c82owMdEIHUAOg
https://www.youtube.com/channel/UCddiUEpeqJcYeBxX1IVBKvQ,The Verge,search:camera review,,UCddiUEpeqJcYeBxX1IVBKvQ
https://www.youtube.com/channel/UCknMR7NOY6ZKcVbyzOxQPhw,Kai W,search:camera review,,UCknMR7NOY6ZKcVbyzOxQPhw
https://www.youtube.com/channel/UCWXztCpoBStGFqDSy7sgBDw,Arthur R,search:camera review,,UCWXztCpoBStGFqDSy7sgBDw
https://www.youtube.com/channel/UC09qASY4ixFS-KXIH6Nw0rg,Gerald Undone,search:camera review,,UC09qASY4ixFS-KXIH6Nw0rg
https://www.youtube.com/channel/UCCVyGW9Rf8b5Puldlem_6cg,The Film Alliance,search:camera review,,UCCVyGW9Rf8b5Puldlem_6cg
https://www.youtube.com/channel/UCImkF3NzZknCw27g3fnNGRw,Luke Ripley,search:camera review,,UCImkF3NzZknCw27g3fnNGRw
https://www.youtube.com/channel/UCvaslozYkHmrCU-vUaXZ9SQ,Christine Le,search:camera review,,UCvaslozYkHmrCU-vUaXZ9SQ
https://www.youtube.com/channel/UCHIRBiAd-PtmNxAcLnGfwog,B&H Photo Video Pro Audio,search:camera review,,UCHIRBiAd-PtmNxAcLnGfwog
https://www.youtube.com/channel/UCDkJEEIifDzR_2K2p9tnwYQ,Tony & Chelsea Northrup,search:camera review,,UCDkJEEIifDzR_2K2p9tnwYQ
https://www.youtube.com/channel/UCUP07eevDGoVEmi9IuThtaQ,snappiness,search:camera review,,UCUP07eevDGoVEmi9IuThtaQ
https://www.youtube.com/channel/UCPSEzcyTwmsWbvvrNITQI_g,Jackie la Bonita,search:camera review,,UCPSEzcyTwmsWbvvrNITQI_g
https://www.youtube.com/channel/UCws8RYvQRYssCFNoupp4zmA,FoxTailWhipz,search:camera review,,UCws8RYvQRYssCFNoupp4zmA
https://www.youtube.com/channel/UC6God6032f0bqYRrSrn7HkQ,Your Friend Owen,search:camera review,,UC6God6032f0bqYRrSrn7HkQ
https://www.youtube.com/channel/UCxoyIXANauK4cEfy0Wc09IA,Christopher Frost,search:camera review,,UCxoyIXANauK4cEfy0Wc09IA
https://www.youtube.com/channel/UCyxDuKMI_tOunoETqrt-GGA,Alex Armitage,search:camera review,,UCyxDuKMI_tOunoETqrt-GGA
https://www.youtube.com/channel/UCZG-C5esGZyVfxO2qXa1Zmw,Jared Polin,search:camera review,,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/channel/UCTyuUxbflOZ0nESSnJBMpbg,Nick Kendall,search:camera review,,UCTyuUxbflOZ0nESSnJBMpbg
https://www.youtube.com/channel/UCEcrRXW3oEYfUctetZTAWLw,WVFRM Podcast,search:camera review,,UCEcrRXW3oEYfUctetZTAWLw
https://www.youtube.com/channel/UCdkflGXVy2R_z8JT9kR_oEA,The School of Photography,search:camera review,,UCdkflGXVy2R_z8JT9kR_oEA
https://www.youtube.com/channel/UClLMEPnOs9IZdFVBeYG5ybw,Aman,search:pc build guide,,UClLMEPnOs9IZdFVBeYG5ybw
https://www.youtube.com/channel/UCBS1NUWY7oC6FFHaXQy4zAA,Zach's Tech Turf,search:pc build guide,,UCBS1NUWY7oC6FFHaXQy4zAA
https://www.youtube.com/channel/UCb4dzeW01SgRnlTqe5O3ceQ,Nerd Sidekick,search:pc build guide,,UCb4dzeW01SgRnlTqe5O3ceQ
https://www.youtube.com/channel/UCAA5ZKM0sUwzKhvcabv48Jw,GeekaWhat,search:pc build guide,,UCAA5ZKM0sUwzKhvcabv48Jw
https://www.youtube.com/channel/UCl6ulw6cn3npwxkg_56Ee_w,ScatterVolt,search:pc build guide,,UCl6ulw6cn3npwxkg_56Ee_w
https://www.youtube.com/channel/UCOayPG-HTinklvPTIKGf4Mw,Peachietech,search:pc build guide,,UCOayPG-HTinklvPTIKGf4Mw
https://www.youtube.com/channel/UC54-Zt4_z6W81N5X3OnHCEw,PC Centric,search:pc build guide,,UC54-Zt4_z6W81N5X3OnHCEw
https://www.youtube.com/channel/UCkWQ0gDrqOCarmUKmppD7GQ,JayzTwoCents,search:pc build guide,,UCkWQ0gDrqOCarmUKmppD7GQ
https://www.youtube.com/channel/UC_sHe3M2R5d_EWnv6Euaqlw,KristoferYee,search:pc build guide,,UC_sHe3M2R5d_EWnv6Euaqlw
https://www.youtube.com/channel/UCvWWf-LYjaujE50iYai8WgQ,Paul's Hardware,search:pc build guide,,UCvWWf-LYjaujE50iYai8WgQ
https://www.youtube.com/channel/UCwdEr_DVvYp6Maf-OTw7z_w,Toasty Bros,search:pc build guide,,UCwdEr_DVvYp6Maf-OTw7z_w
https://www.youtube.com/channel/UCP5H-aRmlbCXyteHt11ivxg,Elijahs Lab,search:pc build guide,,UCP5H-aRmlbCXyteHt11ivxg
https://www.youtube.com/channel/UCeq3bIJxNPVqUKFSGzhEk4Q,Bytes Exchanged,search:pc build guide,,UCeq3bIJxNPVqUKFSGzhEk4Q
https://www.youtube.com/channel/UCGHzpEcSwfBQJAitgw2pgVQ,Mr Matt Lee,search:pc build guide,,UCGHzpEcSwfBQJAitgw2pgVQ
https://www.youtube.com/channel/UCdDTDnk4tAFn8AJpVZ9sAAw,Henry Vo,search:pc build guide,,UCdDTDnk4tAFn8AJpVZ9sAAw
https://www.youtube.com/channel/UC0oiRh3zmr1AKkxN6_OJNRw,Ben Rowlands,search:pc build guide,,UC0oiRh3zmr1AKkxN6_OJNRw
